U50        Team ball sports
X80.99      Intentional self-harm by jumping from a high place, unspecified place, during unspecified activity
X81         Intentional self-harm by jumping or lying before moving object
X81.0       Intentional self-harm by jumping or lying before a train
X81.00      Intentional self-harm by jumping or lying before moving object, home, while engaged in sports activity
X81.01      Intentional self-harm by jumping or lying before moving object, home, while engaged in leisure activity
X81.02      Intentional self-harm by jumping or lying before moving object, home, while working for income
X81.03      Intentional self-harm by jumping or lying before moving object, home, while engaged in other types of work
X81.04      Intentional self-harm by jumping or lying before moving object, home, while resting, sleeping, eating or engaging in other vital activities
X81.08      Intentional self-harm by jumping or lying before moving object, home, while engaged in other specified activities
X81.09      Intentional self-harm by jumping or lying before moving object, home, during unspecified activity
X81.1       Intentional self-harm by jumping or lying before a tram
X81.10      Intentional self-harm by jumping or lying before moving object, residential institution, while engaged in sports activity
X81.11      Intentional self-harm by jumping or lying before moving object, residential institution, while engaged in leisure activity
X81.12      Intentional self-harm by jumping or lying before moving object, residential institution, while working for income
X81.13      Intentional self-harm by jumping or lying before moving object, residential institution, while engaged in other types of work
